alert,class,conf
Info,person,0.8995150327682495
Info,person,0.8997811079025269
Info,person,0.9042609333992004
Info,person,0.9021801352500916
Info,person,0.9108375310897827
Info,person,0.9110367894172668
Info,person,0.9113588333129883
Info,chair,0.4444957375526428
Info,person,0.9040055274963379
Info,chair,0.3770889639854431
Info,person,0.9103603959083557
Info,chair,0.34149184823036194
Info,chair,0.3024771213531494
Info,person,0.9137266278266907
Info,chair,0.4977112114429474
Info,person,0.9163452982902527
Info,person,0.9031640887260437
Info,chair,0.2923767864704132
Info,person,0.8961091637611389
Caution,person,0.626552939414978
Info,person,0.5587409734725952
Caution,person,0.512272298336029
Caution,person,0.5979294776916504
Caution,person,0.5213846564292908
Caution,person,0.47935861349105835
Caution,person,0.9313827753067017
Caution,person,0.9193713665008545
Caution,person,0.9361576437950134
Caution,person,0.9314180612564087
Info,person,0.911733090877533
Info,person,0.9066963791847229
Info,person,0.9083768129348755
Info,person,0.9066343307495117
Info,person,0.9076981544494629
Info,person,0.9086834192276001
Info,person,0.908591091632843
