alert,class,conf
Info,person,0.7528800964355469
Info,tv,0.5355086922645569
Info,person,0.7033736109733582
Info,tv,0.5689126253128052
Info,person,0.8072052001953125
Info,tv,0.6036601662635803
Info,person,0.2525568902492523
Info,person,0.8115257024765015
Info,tv,0.606523334980011
Info,person,0.3492000997066498
Info,person,0.8386690616607666
Info,tv,0.562333345413208
Info,person,0.7409489750862122
Info,tv,0.584464967250824
Info,person,0.8020579814910889
Info,tv,0.5573250651359558
Info,person,0.31561192870140076
Info,person,0.7554354667663574
Info,tv,0.6667270660400391
Info,person,0.37108898162841797
Info,bottle,0.2804744839668274
Info,person,0.8511625528335571
Info,tv,0.5560752153396606
Info,person,0.5218943357467651
Info,bottle,0.2978500723838806
Info,person,0.8730217814445496
Info,tv,0.3916979432106018
Info,person,0.2855987250804901
Info,person,0.28453367948532104
Info,person,0.28407809138298035
Info,person,0.26381951570510864
Info,person,0.26339438557624817
Info,bottle,0.25610145926475525
Info,person,0.2536889314651489
Info,person,0.8856706023216248
Info,tv,0.4181971251964569
Info,person,0.27752140164375305
Info,chair,0.2565741539001465
Info,person,0.25263968110084534
Info,person,0.7714434266090393
Info,tv,0.6105879545211792
Info,person,0.37622329592704773
Info,person,0.905704140663147
Info,tv,0.46381857991218567
Info,person,0.8431904911994934
Info,tv,0.6272955536842346
Info,person,0.3330412209033966
Info,person,0.8675836324691772
Info,person,0.5133675336837769
Info,tv,0.5024828910827637
Info,bottle,0.25835952162742615
Info,person,0.7113747000694275
Info,tv,0.47587940096855164
Info,person,0.378062903881073
Info,person,0.8673508763313293
Info,tv,0.5166370868682861
Info,person,0.7669479250907898
Info,tv,0.6738763451576233
Info,person,0.7241052985191345
Info,tv,0.7128505110740662
Info,person,0.7529441714286804
Info,tv,0.5599341988563538
Info,person,0.3735078275203705
Info,person,0.8658125996589661
Info,person,0.42928630113601685
Info,tv,0.3044414520263672
Info,person,0.8269134163856506
Info,tv,0.6035937070846558
Info,person,0.3646640479564667
Info,person,0.7752619385719299
Info,tv,0.5646907091140747
Info,person,0.822246789932251
Info,tv,0.6914268732070923
Info,chair,0.25047972798347473
Info,person,0.8574727773666382
Info,tv,0.3796398639678955
Info,person,0.9004712104797363
Info,tv,0.45134636759757996
Info,person,0.8922459483146667
Info,person,0.9026216268539429
Info,person,0.9025412201881409
Info,person,0.3988824486732483
Info,person,0.9211037755012512
Info,person,0.28483790159225464
Info,tv,0.25217205286026
Info,person,0.9202190041542053
Info,person,0.8409285545349121
Info,tv,0.2720329463481903
Info,person,0.8766093254089355
Info,tv,0.39166221022605896
Info,person,0.8938936591148376
Info,tv,0.32286933064460754
Info,person,0.9135216474533081
Info,tv,0.3698485791683197
Info,person,0.9190642237663269
Info,tv,0.5786575675010681
Info,bottle,0.3310191333293915
Info,person,0.9136756658554077
Info,person,0.9126150608062744
Info,bottle,0.39376598596572876
Info,person,0.9117388129234314
Info,person,0.8576210141181946
Info,person,0.8274911642074585
Info,person,0.9176495671272278
Info,person,0.9045443534851074
Info,person,0.9024918675422668
Info,chair,0.2609529495239258
Info,person,0.9199333190917969
Info,tie,0.35966864228248596
Info,person,0.8855189681053162
Info,tie,0.2748802900314331
Info,person,0.8915337920188904
Info,person,0.8800821900367737
Info,bottle,0.2863690257072449
Info,person,0.847718358039856
Info,person,0.85454261302948
Info,person,0.8984875679016113
Info,person,0.9206211566925049
Info,tv,0.4096662998199463
Info,person,0.9213040471076965
Info,tv,0.3494364619255066
Info,person,0.9179477095603943
Info,person,0.4242750406265259
Info,tv,0.2798580825328827
Info,person,0.882184624671936
Info,tv,0.34910377860069275
Info,person,0.9020463228225708
Info,tv,0.3029118776321411
Info,person,0.2580142617225647
Info,person,0.8883521556854248
Info,person,0.2509572207927704
Info,person,0.8994237780570984
Info,person,0.3287144601345062
Info,chair,0.3277488648891449
Info,person,0.30466657876968384
Info,person,0.8805971145629883
Info,person,0.9066579341888428
Info,person,0.3150838017463684
Info,person,0.8963568210601807
Info,person,0.9109184741973877
Info,person,0.9028137922286987
Info,chair,0.2519568204879761
Info,person,0.9048478007316589
Info,person,0.28916096687316895
Info,person,0.9057243466377258
Info,person,0.36353808641433716
Info,person,0.9126188158988953
Info,person,0.9213575124740601
Info,person,0.26125749945640564
Info,person,0.920375406742096
Info,person,0.9186824560165405
Info,person,0.29275140166282654
Info,person,0.9133687615394592
Info,person,0.921251118183136
Info,person,0.37283217906951904
Info,person,0.9186704754829407
Info,person,0.9170585870742798
Info,car,0.25171878933906555
Info,person,0.921832263469696
Info,person,0.9138897061347961
Info,person,0.917458176612854
Info,person,0.9106457233428955
Caution,person,0.9042726159095764
Info,person,0.3415234684944153
Caution,person,0.9118125438690186
Caution,person,0.9195746183395386
Caution,person,0.9027314186096191
Caution,person,0.8880987763404846
Info,person,0.4073858857154846
Info,person,0.2510519027709961
Info,person,0.9322512149810791
Info,person,0.9326054453849792
Info,person,0.2849005460739136
Info,person,0.934026300907135
Info,tie,0.31694531440734863
Info,person,0.9337105751037598
Info,person,0.9366074204444885
