alert,class,conf
Info,person,0.9089280366897583
Info,person,0.8365796208381653
Info,person,0.8284285068511963
Info,person,0.7307936549186707
Info,person,0.8898964524269104
Info,person,0.8393752574920654
Info,person,0.8295067548751831
Info,person,0.787628710269928
Info,person,0.9099936485290527
Info,person,0.8547563552856445
Info,person,0.840936005115509
Info,person,0.8105872869491577
Caution,person,0.8919187188148499
Info,person,0.8348991274833679
Info,person,0.832205593585968
Info,person,0.7666783928871155
Caution,person,0.8885559439659119
Info,person,0.8103219270706177
Info,person,0.8028476238250732
Caution,person,0.897612988948822
Info,person,0.8086096048355103
Info,person,0.7395111322402954
Info,person,0.324043869972229
Caution,person,0.9065186381340027
Info,person,0.8083820343017578
Info,person,0.7915931940078735
Info,person,0.745349109172821
Info,person,0.9081734418869019
Info,person,0.8342693448066711
Info,person,0.8056614995002747
Info,person,0.7689467668533325
Info,person,0.9173606634140015
Info,person,0.8290113806724548
Info,person,0.7982301712036133
Info,person,0.7515619993209839
Info,person,0.9196960926055908
Info,person,0.8203184604644775
Info,person,0.8193302750587463
Info,person,0.7399167418479919
Info,person,0.9184746146202087
Info,person,0.8271132111549377
Info,person,0.8099150061607361
Info,person,0.7551628351211548
Info,person,0.9194809794425964
Info,person,0.8188082575798035
Info,person,0.7938830852508545
Info,person,0.7541587948799133
Info,person,0.9197689294815063
Info,person,0.8475354313850403
Info,person,0.8151870369911194
Info,person,0.8020309805870056
Info,person,0.9196581244468689
Info,person,0.8214092254638672
Info,person,0.8213739395141602
Info,person,0.8100053071975708
Info,person,0.9191344380378723
Info,person,0.8210312724113464
Info,person,0.8038022518157959
Info,person,0.8028510212898254
Info,tv,0.3060818016529083
Info,person,0.9199727773666382
Info,person,0.8202919363975525
Info,person,0.799551784992218
Info,person,0.7484268546104431
Info,tie,0.3619117736816406
Info,person,0.918788492679596
Info,person,0.8178762197494507
Info,person,0.8014419674873352
Info,person,0.7926769256591797
Info,chair,0.25572681427001953
Info,person,0.9169589281082153
Info,person,0.8400381803512573
Info,person,0.8178482055664062
Info,person,0.7867633700370789
Info,person,0.9096484780311584
Info,person,0.8229337334632874
Info,person,0.8083280920982361
Info,person,0.8059820532798767
Info,person,0.911155104637146
Info,person,0.8461909294128418
Info,person,0.837558925151825
Info,person,0.7949050664901733
Caution,person,0.9109894633293152
Info,person,0.8496072888374329
Info,person,0.8442243933677673
Info,person,0.7896250486373901
Caution,person,0.9189659357070923
Info,person,0.8440888524055481
Info,person,0.8373509645462036
Info,person,0.8289587497711182
Caution,person,0.9127821922302246
Info,person,0.8281165957450867
Info,person,0.8180257081985474
Info,person,0.8129768371582031
Caution,person,0.909057080745697
Info,person,0.8317131996154785
Info,person,0.8310227394104004
Info,person,0.780396044254303
Info,person,0.9128082990646362
Info,person,0.8226860761642456
Info,person,0.7465898990631104
Info,person,0.7066217064857483
Info,person,0.9146298170089722
Info,person,0.7930747866630554
Info,person,0.583166241645813
Info,person,0.4397767186164856
Info,person,0.33584681153297424
Info,person,0.9145060777664185
Info,person,0.7635073661804199
Info,person,0.5075185298919678
Info,person,0.4444541931152344
Info,person,0.3265013098716736
Info,person,0.2711995244026184
Info,person,0.9127252101898193
Info,person,0.7859901785850525
Info,person,0.4649909436702728
Info,person,0.3823681175708771
Info,person,0.36937016248703003
Info,person,0.2934069037437439
Info,person,0.9145980477333069
Info,person,0.7708795070648193
Info,person,0.4890116751194
Info,person,0.38069021701812744
Info,person,0.25448179244995117
Info,person,0.9121978878974915
Info,person,0.7932960391044617
Info,person,0.5124918818473816
Info,person,0.39130932092666626
Info,person,0.2872646152973175
Info,person,0.9125425815582275
Info,person,0.7793578505516052
Info,person,0.5552360415458679
Info,person,0.32830607891082764
Info,person,0.9150183200836182
Info,person,0.7971743941307068
Info,person,0.5468927621841431
Info,person,0.2886734902858734
Info,person,0.2676531970500946
Info,person,0.9129027128219604
Info,person,0.7956627011299133
Info,person,0.5575224161148071
Info,person,0.4064575731754303
Info,person,0.9156973361968994
Info,person,0.7655404210090637
Info,person,0.5572947859764099
Info,person,0.39967867732048035
Info,person,0.9137982130050659
Info,person,0.815486490726471
Info,person,0.5813075304031372
Info,person,0.3375321924686432
Info,person,0.9123128652572632
Info,person,0.8018097281455994
Info,person,0.6034107804298401
Info,person,0.4709397554397583
Info,person,0.9152913689613342
Info,person,0.824286699295044
Info,person,0.6035807132720947
Info,person,0.4012337327003479
Info,person,0.9157119989395142
Info,person,0.8026134967803955
Info,person,0.617684543132782
Info,person,0.4113263189792633
Info,person,0.30344006419181824
Info,person,0.9168265461921692
Info,person,0.7334325909614563
Info,person,0.5440826416015625
Info,person,0.4749658703804016
Info,person,0.3768037259578705
Info,tv,0.2750381529331207
Info,person,0.26769310235977173
Caution,person,0.8028296232223511
Info,person,0.801990807056427
Info,person,0.30831179022789
Info,person,0.6706137657165527
Caution,person,0.6042459011077881
Caution,person,0.5538011789321899
Info,person,0.4474312365055084
Info,person,0.27378663420677185
Info,person,0.9161073565483093
Info,person,0.733976423740387
Info,person,0.6175437569618225
Info,person,0.39490675926208496
Info,person,0.3548448085784912
Info,person,0.9152085781097412
Info,person,0.6260316967964172
Info,person,0.6172186136245728
Info,person,0.48406195640563965
Info,person,0.45014244318008423
Info,person,0.9141980409622192
Info,person,0.6675441861152649
Info,person,0.6401603817939758
Info,person,0.5994680523872375
Info,person,0.5221152305603027
Info,person,0.37011462450027466
Info,person,0.9133393168449402
Info,person,0.8027729392051697
Info,person,0.6250171661376953
Info,person,0.53737872838974
Info,person,0.37343457341194153
Info,person,0.9095008969306946
Caution,person,0.875600278377533
Info,person,0.6015397906303406
Info,person,0.5061281323432922
Info,person,0.4019375443458557
Info,person,0.3355695605278015
Info,person,0.9051777124404907
Caution,person,0.8868440389633179
Info,person,0.7651868462562561
Info,remote,0.5550822019577026
Caution,person,0.9325361847877502
Info,person,0.9070587158203125
Caution,person,0.819462239742279
Caution,person,0.9208019375801086
