time,level,object,confidence
2025-09-05 16:40:36,info,person,0.9089280366897583
2025-09-05 16:40:36,info,person,0.8365796208381653
2025-09-05 16:40:36,info,person,0.8284285068511963
2025-09-05 16:40:36,info,person,0.7307936549186707
2025-09-05 16:40:36,info,person,0.8898964524269104
2025-09-05 16:40:36,info,person,0.8393752574920654
2025-09-05 16:40:36,info,person,0.8295067548751831
2025-09-05 16:40:36,info,person,0.787628710269928
2025-09-05 16:40:36,info,person,0.9099936485290527
2025-09-05 16:40:36,info,person,0.8547563552856445
2025-09-05 16:40:36,info,person,0.840936005115509
2025-09-05 16:40:36,info,person,0.8105872869491577
2025-09-05 16:40:36,caution,person,0.8919187188148499
2025-09-05 16:40:37,info,person,0.8348991274833679
2025-09-05 16:40:37,info,person,0.832205593585968
2025-09-05 16:40:37,info,person,0.7666783928871155
2025-09-05 16:40:37,caution,person,0.8885559439659119
2025-09-05 16:40:37,info,person,0.8103219270706177
2025-09-05 16:40:37,info,person,0.8028476238250732
2025-09-05 16:40:37,caution,person,0.897612988948822
2025-09-05 16:40:38,info,person,0.8086096048355103
2025-09-05 16:40:38,info,person,0.7395111322402954
2025-09-05 16:40:38,info,person,0.324043869972229
2025-09-05 16:40:38,caution,person,0.9065186381340027
2025-09-05 16:40:38,info,person,0.8083820343017578
2025-09-05 16:40:38,info,person,0.7915931940078735
2025-09-05 16:40:38,info,person,0.745349109172821
2025-09-05 16:40:38,info,person,0.9081734418869019
2025-09-05 16:40:38,info,person,0.8342693448066711
2025-09-05 16:40:38,info,person,0.8056614995002747
2025-09-05 16:40:38,info,person,0.7689467668533325
2025-09-05 16:40:39,info,person,0.9173606634140015
2025-09-05 16:40:39,info,person,0.8290113806724548
2025-09-05 16:40:39,info,person,0.7982301712036133
2025-09-05 16:40:39,info,person,0.7515619993209839
2025-09-05 16:40:39,info,person,0.9196960926055908
2025-09-05 16:40:39,info,person,0.8203184604644775
2025-09-05 16:40:39,info,person,0.8193302750587463
2025-09-05 16:40:39,info,person,0.7399167418479919
2025-09-05 16:40:39,info,person,0.9184746146202087
2025-09-05 16:40:39,info,person,0.8271132111549377
2025-09-05 16:40:39,info,person,0.8099150061607361
2025-09-05 16:40:39,info,person,0.7551628351211548
2025-09-05 16:40:39,info,person,0.9194809794425964
2025-09-05 16:40:39,info,person,0.8188082575798035
2025-09-05 16:40:39,info,person,0.7938830852508545
2025-09-05 16:40:39,info,person,0.7541587948799133
2025-09-05 16:40:39,info,person,0.9197689294815063
2025-09-05 16:40:39,info,person,0.8475354313850403
2025-09-05 16:40:39,info,person,0.8151870369911194
2025-09-05 16:40:39,info,person,0.8020309805870056
2025-09-05 16:40:39,info,person,0.9196581244468689
2025-09-05 16:40:39,info,person,0.8214092254638672
2025-09-05 16:40:39,info,person,0.8213739395141602
2025-09-05 16:40:39,info,person,0.8100053071975708
2025-09-05 16:40:39,info,person,0.9191344380378723
2025-09-05 16:40:39,info,person,0.8210312724113464
2025-09-05 16:40:39,info,person,0.8038022518157959
2025-09-05 16:40:39,info,person,0.8028510212898254
2025-09-05 16:40:39,info,tv,0.3060818016529083
2025-09-05 16:40:40,info,person,0.9199727773666382
2025-09-05 16:40:40,info,person,0.8202919363975525
2025-09-05 16:40:40,info,person,0.799551784992218
2025-09-05 16:40:40,info,person,0.7484268546104431
2025-09-05 16:40:40,info,tie,0.3619117736816406
2025-09-05 16:40:40,info,person,0.918788492679596
2025-09-05 16:40:40,info,person,0.8178762197494507
2025-09-05 16:40:40,info,person,0.8014419674873352
2025-09-05 16:40:40,info,person,0.7926769256591797
2025-09-05 16:40:40,info,chair,0.25572681427001953
2025-09-05 16:40:40,info,person,0.9169589281082153
2025-09-05 16:40:40,info,person,0.8400381803512573
2025-09-05 16:40:40,info,person,0.8178482055664062
2025-09-05 16:40:40,info,person,0.7867633700370789
2025-09-05 16:40:40,info,person,0.9096484780311584
2025-09-05 16:40:40,info,person,0.8229337334632874
2025-09-05 16:40:40,info,person,0.8083280920982361
2025-09-05 16:40:40,info,person,0.8059820532798767
2025-09-05 16:40:40,info,person,0.911155104637146
2025-09-05 16:40:40,info,person,0.8461909294128418
2025-09-05 16:40:40,info,person,0.837558925151825
2025-09-05 16:40:40,info,person,0.7949050664901733
2025-09-05 16:40:40,caution,person,0.9109894633293152
2025-09-05 16:40:41,info,person,0.8496072888374329
2025-09-05 16:40:41,info,person,0.8442243933677673
2025-09-05 16:40:41,info,person,0.7896250486373901
2025-09-05 16:40:41,caution,person,0.9189659357070923
2025-09-05 16:40:41,info,person,0.8440888524055481
2025-09-05 16:40:41,info,person,0.8373509645462036
2025-09-05 16:40:41,info,person,0.8289587497711182
2025-09-05 16:40:41,caution,person,0.9127821922302246
2025-09-05 16:40:42,info,person,0.8281165957450867
2025-09-05 16:40:42,info,person,0.8180257081985474
2025-09-05 16:40:42,info,person,0.8129768371582031
2025-09-05 16:40:42,caution,person,0.909057080745697
2025-09-05 16:40:42,info,person,0.8317131996154785
2025-09-05 16:40:42,info,person,0.8310227394104004
2025-09-05 16:40:42,info,person,0.780396044254303
2025-09-05 16:40:42,info,person,0.9128082990646362
2025-09-05 16:40:42,info,person,0.8226860761642456
2025-09-05 16:40:42,info,person,0.7465898990631104
2025-09-05 16:40:42,info,person,0.7066217064857483
2025-09-05 16:40:43,info,person,0.9146298170089722
2025-09-05 16:40:43,info,person,0.7930747866630554
2025-09-05 16:40:43,info,person,0.583166241645813
