alert,class,conf
Caution,person,0.9401724934577942
Caution,person,0.9444314241409302
Caution,person,0.9376482367515564
Caution,person,0.9399318695068359
Caution,person,0.9407625794410706
Caution,person,0.939073383808136
Caution,person,0.9027277827262878
Caution,person,0.7214136123657227
Caution,person,0.9356486797332764
Caution,person,0.9397327303886414
Caution,person,0.9396483302116394
Caution,person,0.9299572706222534
Info,person,0.38452357053756714
Caution,person,0.9395155906677246
Info,tie,0.2907956540584564
