timestamp,camera,object,alert,confidence,x1,y1,x2,y2
2025-09-06 04:37:40.868392,0,person,Info,0.9189755320549011,207,0,490,358
2025-09-06 04:37:40.868863,0,tie,Info,0.29022297263145447,258,237,341,360
2025-09-06 04:37:41.007099,0,person,Info,0.9186903238296509,207,0,491,358
2025-09-06 04:37:41.007315,0,tie,Info,0.3060514032840729,263,236,341,355
2025-09-06 04:37:41.135895,0,person,Info,0.9189125895500183,207,0,488,358
2025-09-06 04:37:41.276321,0,person,Info,0.9166714549064636,206,0,491,357
2025-09-06 04:37:41.276432,0,tie,Info,0.27512219548225403,292,268,329,359
2025-09-06 04:37:41.424365,0,person,Info,0.9188513159751892,206,0,490,357
2025-09-06 04:37:41.566986,0,person,Info,0.9193258881568909,205,0,490,357
2025-09-06 04:37:41.688154,0,person,Info,0.9184865951538086,207,0,487,358
2025-09-06 04:37:41.688322,0,tie,Info,0.3271098732948303,263,236,341,355
2025-09-06 04:37:41.797398,0,person,Info,0.9210898876190186,207,0,491,358
2025-09-06 04:37:41.797488,0,tie,Info,0.31002214550971985,262,234,341,355
2025-09-06 04:37:41.797562,0,tie,Info,0.25643718242645264,294,269,330,359
2025-09-06 04:37:41.906751,0,person,Info,0.9209205508232117,207,0,489,358
2025-09-06 04:37:41.906846,0,tie,Info,0.39525800943374634,263,237,341,355
2025-09-06 04:37:42.060930,0,person,Info,0.9194802641868591,207,0,488,358
2025-09-06 04:37:42.226332,0,person,Info,0.919173002243042,205,0,489,357
2025-09-06 04:37:42.363690,0,person,Info,0.9197039604187012,207,0,488,357
2025-09-06 04:37:42.515570,0,person,Info,0.9206599593162537,208,0,488,357
2025-09-06 04:37:42.647936,0,person,Info,0.9200851917266846,209,0,490,358
2025-09-06 04:37:42.756070,0,person,Info,0.9186424016952515,208,0,490,357
2025-09-06 04:37:42.883909,0,person,Info,0.9214677810668945,205,0,491,357
2025-09-06 04:37:42.996619,0,person,Info,0.9201251268386841,209,0,490,357
2025-09-06 04:37:42.996737,0,tie,Info,0.3638887107372284,263,239,340,355
2025-09-06 04:37:43.124325,0,person,Info,0.9146379232406616,209,0,491,356
2025-09-06 04:37:43.235544,0,person,Info,0.9231041073799133,208,0,495,357
2025-09-06 04:37:43.339863,0,person,Info,0.9221616983413696,213,0,502,358
2025-09-06 04:37:43.456876,0,person,Info,0.913844883441925,216,1,509,356
2025-09-06 04:37:43.570172,0,person,Info,0.911278247833252,222,1,521,356
