alert,class,conf
Caution,person,0.9345411062240601
Info,person,0.4632954001426697
Caution,person,0.9335958361625671
Info,person,0.7576460242271423
Caution,person,0.9288413524627686
Info,tv,0.44599682092666626
Info,chair,0.37713366746902466
Info,person,0.35914871096611023
Info,person,0.2722926735877991
Caution,person,0.9197809100151062
Info,tv,0.4757777154445648
Info,person,0.45660027861595154
Info,laptop,0.3529680073261261
Caution,person,0.9265705347061157
Info,person,0.5133508443832397
Info,tv,0.30797943472862244
