time,alert_level,object,confidence
2025-09-06 03:07:24,caution,person,0.9345411062240601
2025-09-06 03:07:24,info,person,0.4632954001426697
2025-09-06 03:07:24,caution,person,0.9335958361625671
2025-09-06 03:07:25,info,person,0.7576460242271423
2025-09-06 03:07:25,caution,person,0.9288413524627686
2025-09-06 03:07:25,info,tv,0.44599682092666626
2025-09-06 03:07:25,info,chair,0.37713366746902466
2025-09-06 03:07:25,info,person,0.35914871096611023
2025-09-06 03:07:25,info,person,0.2722926735877991
2025-09-06 03:07:25,caution,person,0.9197809100151062
2025-09-06 03:07:26,info,tv,0.4757777154445648
2025-09-06 03:07:26,info,person,0.45660027861595154
2025-09-06 03:07:26,info,laptop,0.3529680073261261
2025-09-06 03:07:26,caution,person,0.9265705347061157
2025-09-06 03:07:26,info,person,0.5133508443832397
2025-09-06 03:07:26,info,tv,0.30797943472862244
